timestamp,rpm,temperature,oil_pressure,vibration,fuel_rate
2026-08-01T06:27:00,2354.5,93.25,41.65,0.868,5.48
2026-08-01T06:27:30,2352.3,93.58,40.9,0.972,5.67
2026-08-01T06:28:00,2376.4,93.67,42.32,1.17,5.31
2026-08-01T06:28:30,2356.4,93.08,40.85,0.803,5.46
2026-08-01T06:29:00,2388.4,93.07,42.71,0.979,5.34
2026-08-01T06:29:30,2340.5,94.34,40.82,0.902,5.46
2026-08-01T06:30:00,2367.0,93.89,41.43,1.018,5.37
2026-08-01T06:30:30,2346.0,88.83,41.38,0.986,5.62
2026-08-01T06:31:00,2357.3,91.74,43.33,1.053,5.46
2026-08-01T06:31:30,2330.0,91.78,42.33,1.096,5.16
2026-08-01T06:32:00,2335.8,89.72,41.79,1.027,5.44
2026-08-01T06:32:30,2332.7,91.79,42.5,1.112,5.2
2026-08-01T06:33:00,2316.7,93.03,39.89,0.844,5.21
2026-08-01T06:33:30,2345.3,90.08,41.96,1.168,5.33
2026-08-01T06:34:00,2344.1,91.64,44.0,1.079,5.19
2026-08-01T06:34:30,2342.3,89.99,42.13,1.144,5.38
2026-08-01T06:34:30,2360.8,90.14,42.07,0.968,5.11
2026-08-01T06:35:30,2359.0,92.58,42.55,1.006,5.12
2026-08-01T06:36:00,2322.8,90.02,42.9,1.091,5.1
2026-08-01T06:36:30,2338.3,91.09,40.0,1.084,5.1
2026-08-01T06:37:00,2319.2,88.17,40.32,1.113,5.34
2026-08-01T06:37:30,2333.3,92.52,42.21,1.181,5.25
2026-08-01T06:38:00,2322.4,90.89,41.29,0.956,5.4
2026-08-01T06:38:30,2368.5,89.83,43.31,1.177,5.48
2026-08-01T06:39:00,2345.4,90.63,41.68,1.101,4.97
2026-08-01T06:39:30,2336.1,88.14,40.07,1.084,5.13
2026-08-01T06:40:00,2366.9,91.15,40.73,0.981,4.94
2026-08-01T06:40:30,2302.5,89.25,39.25,1.137,4.99
2026-08-01T06:41:00,2308.7,89.3,41.77,0.901,5.01
2026-08-01T06:41:30,2368.2,88.87,41.81,1.142,4.94
2026-08-01T06:42:00,2357.0,88.69,41.58,0.966,4.94
2026-08-01T06:42:30,2364.5,90.15,43.08,1.084,5.08
2026-08-01T06:43:00,2336.9,89.56,43.2,1.064,4.92
2026-08-01T06:43:30,2367.0,89.98,41.83,1.16,5.23
2026-08-01T06:44:00,2411.7,89.13,39.87,1.044,4.97
2026-08-01T06:44:30,2392.5,89.72,42.62,0.995,5.53
2026-08-01T06:45:00,-500.0,88.56,42.56,1.001,5.05
2026-08-01T06:45:30,2376.2,91.72,42.31,1.134,5.13
2026-08-01T06:46:00,2381.7,87.14,42.98,1.065,4.94
2026-08-01T06:46:30,2351.6,90.52,40.84,0.982,5.4
2026-08-01T06:47:00,2404.0,90.64,44.01,0.984,5.32
2026-08-01T06:47:30,2420.4,87.98,41.04,0.867,5.21
2026-08-01T06:48:00,2376.6,91.69,42.75,1.014,4.97
2026-08-01T06:48:30,2399.5,90.22,40.31,0.832,5.22
2026-08-01T06:49:00,2394.2,90.22,41.07,1.023,5.03
2026-08-01T06:49:30,2402.5,89.12,43.52,0.965,5.44
2026-08-01T06:50:00,2427.3,88.86,41.74,1.137,5.36
2026-08-01T06:50:30,2388.8,88.92,42.84,0.849,5.27
2026-08-01T06:51:00,2446.9,89.69,42.24,0.922,4.9
2026-08-01T06:51:30,2453.6,90.96,41.9,1.067,5.14
2026-08-01T06:52:00,2437.3,89.57,43.36,1.013,5.41
2026-08-01T06:52:30,2396.4,88.33,41.76,0.856,5.51
2026-08-01T06:53:00,2429.5,90.49,40.22,0.926,5.51
2026-08-01T06:53:30,2477.3,90.69,41.2,0.904,5.13
2026-08-01T06:54:00,2400.0,90.47,42.55,0.924,5.43
2026-08-01T06:54:30,2451.3,90.67,42.4,0.845,5.56
2026-08-01T06:55:00,2437.1,89.56,40.43,0.893,5.18
2026-08-01T06:55:30,2479.0,88.88,41.28,0.773,5.45
2026-08-01T06:56:00,2451.3,89.06,41.42,0.913,5.52
2026-08-01T06:56:30,2474.5,88.26,41.63,0.941,5.45
2026-08-01T06:57:00,2479.1,90.63,40.62,0.89,5.24
2026-08-01T06:57:30,2505.5,90.38,41.37,0.783,5.49
2026-08-01T06:58:00,2465.4,90.08,41.27,0.997,5.52
2026-08-01T06:58:30,2477.4,87.19,42.77,0.953,5.56
2026-08-01T06:59:00,2440.3,89.38,42.81,0.873,5.52
2026-08-01T06:59:30,2493.6,92.36,41.85,0.916,5.56
