timestamp,rpm,temperature,oil_pressure,vibration,fuel_rate
2026-08-01T06:20:00,2497.5,106.43,35.88,2.335,6.16
2026-08-01T06:20:30,2537.8,107.77,35.04,2.304,6.08
2026-08-01T06:21:00,2561.2,105.5,35.17,2.345,5.94
2026-08-01T06:21:30,2519.7,105.82,36.05,2.365,6.06
2026-08-01T06:22:00,2505.7,106.33,35.24,2.365,6.08
2026-08-01T06:22:30,2505.6,108.53,35.4,2.183,6.08
2026-08-01T06:23:00,2516.8,110.17,35.55,2.4,6.5
2026-08-01T06:23:30,2465.9,108.4,34.33,2.366,6.13
2026-08-01T06:24:00,2499.8,106.11,35.29,2.324,6.12
2026-08-01T06:24:30,2484.7,107.55,34.73,2.651,5.76
2026-08-01T06:25:00,2525.5,109.09,32.94,2.686,6.01
2026-08-01T06:25:30,2481.2,109.85,35.44,2.679,6.15
2026-08-01T06:26:00,2514.2,110.44,33.32,2.599,6.07
2026-08-01T06:26:30,2455.0,111.43,31.99,2.738,6.5
2026-08-01T06:27:00,2485.2,111.38,32.43,2.635,6.2
2026-08-01T06:27:30,2476.3,113.55,32.27,2.684,6.5
2026-08-01T06:28:00,2449.2,111.71,33.17,2.585,6.27
2026-08-01T06:28:30,2466.8,111.87,32.67,2.764,6.28
2026-08-01T06:29:00,2484.5,114.02,32.43,2.761,6.26
2026-08-01T06:29:30,2450.8,111.8,33.21,2.655,6.29
2026-08-01T06:30:00,2420.8,114.71,32.75,2.81,6.65
2026-08-01T06:30:30,2451.7,114.74,32.55,2.837,5.85
2026-08-01T06:31:00,2431.7,114.82,32.47,3.055,5.93
2026-08-01T06:31:30,2440.9,117.48,32.5,2.995,6.23
2026-08-01T06:32:00,2444.2,115.01,29.6,2.937,6.36
2026-08-01T06:32:30,2410.1,118.9,31.16,2.991,6.5
2026-08-01T06:33:00,2410.6,116.33,29.17,3.001,6.47
2026-08-01T06:33:30,2451.4,115.37,31.21,3.007,6.31
2026-08-01T06:34:00,2430.5,117.52,31.0,2.949,6.6
2026-08-01T06:34:30,2389.1,116.43,31.87,3.072,6.62
2026-08-01T06:35:00,2455.8,117.26,31.83,3.043,6.46
2026-08-01T06:35:30,2445.5,119.15,30.67,3.023,6.63
2026-08-01T06:36:00,2426.0,119.76,29.79,3.229,6.5
2026-08-01T06:36:30,2414.4,118.64,30.6,3.248,6.35
2026-08-01T06:37:00,2458.2,121.13,29.41,3.06,6.61
2026-08-01T06:37:30,2449.5,121.76,29.76,3.257,6.5
2026-08-01T06:38:00,2491.4,122.52,30.57,3.399,6.49
2026-08-01T06:38:30,2453.6,121.75,28.85,3.435,6.8
2026-08-01T06:39:00,2454.7,123.23,30.04,3.462,6.03
2026-08-01T06:39:30,2445.6,119.42,29.74,3.394,6.25
2026-08-01T06:40:00,2467.5,121.86,27.93,3.336,6.3
2026-08-01T06:40:30,2466.1,121.55,29.68,3.342,6.48
2026-08-01T06:41:00,2481.3,123.23,29.23,3.515,6.51
2026-08-01T06:41:30,2448.7,122.74,28.45,3.549,6.28
2026-08-01T06:42:00,2453.4,123.67,27.41,3.67,6.39
2026-08-01T06:42:30,2455.7,126.73,27.14,3.681,6.43
2026-08-01T06:43:00,2484.5,124.47,27.29,3.588,7.1
2026-08-01T06:43:30,2502.1,125.63,28.19,3.508,6.98
2026-08-01T06:44:00,2466.5,125.19,26.51,3.63,6.55
2026-08-01T06:44:30,2470.9,126.0,27.73,3.714,6.57
2026-08-01T06:45:00,2489.5,126.31,25.88,3.702,6.43
2026-08-01T06:45:30,2482.2,127.29,26.74,3.695,6.29
2026-08-01T06:46:00,2510.1,128.62,26.87,3.808,6.66
2026-08-01T06:46:30,2450.0,129.65,29.03,3.763,6.49
2026-08-01T06:47:00,2482.5,128.32,25.03,3.781,6.69
2026-08-01T06:47:30,2487.4,129.09,27.71,3.905,6.4
2026-08-01T06:48:00,2460.6,127.23,26.21,3.864,6.58
2026-08-01T06:48:30,2491.7,129.01,26.29,3.959,6.77
2026-08-01T06:49:00,2496.5,130.75,25.82,3.992,6.83
2026-08-01T06:49:30,2514.7,131.06,25.97,3.881,6.85
2026-08-01T06:50:00,2544.7,130.61,25.2,3.977,6.51
2026-08-01T06:50:30,2521.2,131.89,26.63,4.199,6.96
2026-08-01T06:51:00,2509.0,131.78,24.54,3.97,6.64
2026-08-01T06:51:30,2531.9,133.11,25.96,3.904,6.94
2026-08-01T06:52:00,2557.3,132.33,24.0,3.96,6.82
2026-08-01T06:52:30,2519.9,131.89,24.41,4.179,6.56
2026-08-01T06:53:00,2524.1,133.19,23.22,4.21,6.78
2026-08-01T06:53:30,2556.3,129.35,24.57,4.225,6.93
2026-08-01T06:54:00,2543.2,134.06,25.39,4.389,6.99
2026-08-01T06:54:30,2562.9,129.22,23.69,4.03,6.85
2026-08-01T06:55:00,2551.8,132.13,23.39,4.367,7.2
2026-08-01T06:55:30,2568.0,135.36,22.3,4.514,7.11
2026-08-01T06:56:00,2534.9,135.8,23.01,4.275,6.87
2026-08-01T06:56:30,2556.7,134.07,21.47,4.381,7.08
2026-08-01T06:57:00,2553.9,135.06,21.97,4.373,7.33
2026-08-01T06:57:30,2534.6,138.17,22.93,4.39,7.35
2026-08-01T06:58:00,2528.3,136.16,23.85,4.477,6.72
2026-08-01T06:58:30,2573.6,140.11,25.16,4.682,6.79
2026-08-01T06:59:00,2553.0,137.59,21.59,4.753,7.29
2026-08-01T06:59:30,2539.4,138.53,23.44,4.566,6.79
