timestamp,rpm,temperature,oil_pressure,vibration,fuel_rate
2026-08-01T06:36:30,2330.9,92.29,42.44,0.939,5.49
2026-08-01T06:37:00,2324.8,89.08,42.83,1.164,5.16
2026-08-01T06:37:30,2337.1,89.21,41.7,1.045,5.11
2026-08-01T06:38:00,2316.4,90.94,42.07,1.054,5.03
2026-08-01T06:38:30,2330.2,89.57,41.3,1.013,4.98
2026-08-01T06:39:00,2341.8,89.93,42.99,1.048,4.94
2026-08-01T06:39:30,2325.8,89.63,40.82,1.134,4.99
2026-08-01T06:40:00,2344.1,90.13,42.78,1.084,5.1
2026-08-01T06:40:30,2324.9,91.32,41.81,1.123,5.16
2026-08-01T06:41:00,2334.4,89.65,43.17,1.123,5.11
2026-08-01T06:41:30,2337.8,90.23,42.75,1.196,4.99
2026-08-01T06:42:00,2325.6,86.93,43.82,1.058,5.24
2026-08-01T06:42:30,2363.5,89.26,42.73,0.962,5.21
2026-08-01T06:43:00,2348.8,88.24,40.43,1.159,5.08
2026-08-01T06:43:30,2363.1,87.73,41.93,1.04,5.0
2026-08-01T06:44:00,2377.2,88.09,40.83,1.148,5.19
2026-08-01T06:44:30,2381.5,88.7,41.48,1.081,5.14
2026-08-01T06:45:00,2391.0,90.17,43.51,1.031,4.9
2026-08-01T06:45:30,2380.8,87.45,42.64,1.06,5.11
2026-08-01T06:46:00,2379.6,89.06,41.3,1.178,5.17
2026-08-01T06:46:30,2391.8,88.42,40.99,1.179,5.01
2026-08-01T06:47:00,2364.9,88.61,42.03,1.008,5.18
2026-08-01T06:47:30,2375.1,90.21,40.78,1.005,4.94
2026-08-01T06:48:00,2382.9,89.66,41.33,1.069,5.38
2026-08-01T06:48:30,2394.7,90.63,42.31,0.905,5.38
2026-08-01T06:49:00,2427.8,88.87,43.16,0.99,5.16
2026-08-01T06:49:30,2406.8,88.25,42.61,0.952,5.27
2026-08-01T06:50:00,2422.4,88.85,39.71,0.971,4.87
2026-08-01T06:50:30,2460.8,89.46,42.3,0.871,5.08
2026-08-01T06:51:00,2432.4,89.43,42.07,0.803,5.22
2026-08-01T06:51:30,2458.8,87.98,42.41,0.757,5.13
2026-08-01T06:52:00,2429.8,89.46,43.62,0.828,5.41
2026-08-01T06:52:30,2448.5,89.7,39.94,0.875,5.63
2026-08-01T06:53:00,2437.5,92.52,41.41,0.884,5.17
2026-08-01T06:53:30,2453.3,91.84,42.59,1.059,5.24
2026-08-01T06:54:00,2480.3,88.66,40.42,0.99,5.42
2026-08-01T06:54:30,2432.0,89.43,43.48,0.823,5.65
2026-08-01T06:55:00,2478.1,88.13,42.37,0.928,5.25
2026-08-01T06:55:30,2476.7,89.28,42.85,0.868,5.49
2026-08-01T06:56:00,2462.2,90.48,41.43,0.879,5.75
2026-08-01T06:56:30,2447.0,91.67,42.81,0.919,5.25
2026-08-01T06:57:00,2478.9,89.47,43.07,0.958,5.33
2026-08-01T06:57:30,2468.0,89.69,42.23,0.885,5.48
2026-08-01T06:58:00,2484.1,88.03,42.23,1.003,5.49
2026-08-01T06:58:30,2480.3,90.55,42.27,0.832,5.71
2026-08-01T06:59:00,2512.0,89.6,41.14,0.931,5.64
2026-08-01T06:59:30,2475.0,90.38,41.85,1.146,5.36
